net,length_um
cpuregs\[8\]\[14\],23.22
_04896_,23.2
cpuregs\[4\]\[20\],23.2
_02249_,23.18
cpuregs\[26\]\[8\],23.175
_03334_,23.165
_02561_,23.16
cpuregs\[30\]\[10\],23.145
_02325_,23.14
cpuregs\[8\]\[23\],23.12
_03490_,23.1
count_cycle\[3\],23.1
cpuregs\[9\]\[6\],23.1
_03107_,23.08
_04584_,23.08
cpuregs\[13\]\[29\],23.08
cpuregs\[24\]\[19\],23.08
cpuregs\[24\]\[26\],23.08
_04805_,23.06
_05255_,23.04
cpuregs\[24\]\[15\],23.04
instr_andi,23.04
cpuregs\[21\]\[3\],23.02
_04452_,23
count_instr\[31\],23
count_instr\[3\],23
_03169_,22.96
_05078_,22.96
cpuregs\[0\]\[9\],22.96
cpuregs\[28\]\[24\],22.96
cpuregs\[8\]\[21\],22.95
_01118_,22.945
_00002_,22.94
cpuregs\[8\]\[9\],22.94
mem_rdata_q\[15\],22.925
_03374_,22.92
_05447_,22.92
cpuregs\[0\]\[30\],22.92
cpuregs\[17\]\[20\],22.92
cpuregs\[26\]\[9\],22.915
count_cycle\[1\],22.9
_04139_,22.895
_01113_,22.865
_01911_,22.86
count_instr\[19\],22.86
cpuregs\[1\]\[11\],22.86
cpuregs\[24\]\[3\],22.86
cpuregs\[27\]\[21\],22.86
cpuregs\[12\]\[13\],22.82
cpuregs\[1\]\[18\],22.82
_05404_,22.8
cpuregs\[26\]\[10\],22.79
_04012_,22.78
_02466_,22.76
cpuregs\[7\]\[4\],22.76
cpuregs\[14\]\[26\],22.75
cpuregs\[20\]\[13\],22.72
cpuregs\[21\]\[20\],22.72
cpuregs\[4\]\[13\],22.72
cpuregs\[6\]\[29\],22.705
_03260_,22.7
_02114_,22.69
_01814_,22.66
_04122_,22.64
count_instr\[9\],22.64
cpuregs\[12\]\[23\],22.64
cpuregs\[16\]\[7\],22.64
cpuregs\[5\]\[25\],22.64
cpuregs\[10\]\[3\],22.61
_03839_,22.58
_05036_,22.58
_05311_,22.58
cpuregs\[17\]\[19\],22.58
_02089_,22.56
_03350_,22.56
cpuregs\[9\]\[21\],22.52
cpuregs\[2\]\[7\],22.515
_02109_,22.5
cpuregs\[6\]\[4\],22.495
cpuregs\[2\]\[23\],22.485
cpuregs\[12\]\[14\],22.48
cpuregs\[13\]\[23\],22.48
clknet_leaf_94_clk,22.48
_05567_,22.475
_04555_,22.46
cpuregs\[19\]\[5\],22.46
cpuregs\[31\]\[30\],22.46
reg_next_pc\[2\],22.46
net35,22.46
cpuregs\[22\]\[15\],22.42
_03944_,22.38
_04152_,22.38
_04840_,22.36
cpuregs\[15\]\[4\],22.36
cpuregs\[24\]\[12\],22.36
is_sll_srl_sra,22.36
cpuregs\[2\]\[5\],22.345
_01645_,22.34
net144,22.34
cpuregs\[22\]\[5\],22.33
_01940_,22.3
cpuregs\[13\]\[9\],22.3
cpuregs\[5\]\[28\],22.3
cpuregs\[6\]\[9\],22.285
cpuregs\[1\]\[23\],22.28
_02049_,22.26
_02987_,22.26
_03193_,22.24
cpuregs\[15\]\[31\],22.24
cpuregs\[12\]\[0\],22.22
cpuregs\[3\]\[22\],22.22
_03396_,22.2
cpuregs\[26\]\[3\],22.19
cpuregs\[27\]\[18\],22.18
net1220,22.18
cpuregs\[22\]\[22\],22.165
cpuregs\[6\]\[23\],22.165
_02700_,22.16
_03816_,22.16
cpuregs\[4\]\[25\],22.16
_03205_,22.15
_03092_,22.14
cpu_state\[1\],22.14
_03516_,22.12
_05391_,22.12
cpuregs\[25\]\[30\],22.12
cpuregs\[29\]\[11\],22.12
cpuregs\[29\]\[0\],22.1
cpuregs\[0\]\[28\],22.08
mem_la_addr[11],22.04
net1981,22.04
cpuregs\[10\]\[22\],22.005
_03162_,22
cpuregs\[21\]\[14\],22
cpuregs\[5\]\[7\],21.98
cpuregs\[13\]\[0\],21.96
cpuregs\[19\]\[21\],21.94
cpuregs\[5\]\[5\],21.94
cpuregs\[22\]\[12\],21.925
_02986_,21.915
cpuregs\[30\]\[4\],21.905
_01100_,21.885
_01553_,21.88
_02781_,21.855
cpuregs\[2\]\[16\],21.845
_02841_,21.84
cpuregs\[1\]\[7\],21.84
cpuregs\[18\]\[16\],21.835
cpuregs\[12\]\[4\],21.8
cpuregs\[17\]\[31\],21.8
cpuregs\[0\]\[19\],21.79
_01582_,21.78
_05043_,21.78
cpuregs\[0\]\[7\],21.76
cpuregs\[12\]\[24\],21.76
cpuregs\[8\]\[27\],21.76
_01117_,21.745
_05067_,21.74
count_cycle\[57\],21.74
cpuregs\[16\]\[29\],21.74
cpuregs\[30\]\[0\],21.73
cpuregs\[7\]\[7\],21.72
_03737_,21.7
_03840_,21.7
_04714_,21.7
cpuregs\[11\]\[2\],21.68
cpuregs\[18\]\[9\],21.675
_04972_,21.66
cpuregs\[29\]\[10\],21.66
net1222,21.62
_04667_,21.6
cpuregs\[22\]\[17\],21.6
_03833_,21.56
_01936_,21.54
count_instr\[61\],21.54
cpuregs\[28\]\[16\],21.54
cpuregs\[6\]\[8\],21.525
cpuregs\[13\]\[13\],21.52
_01985_,21.5
_04783_,21.5
cpuregs\[16\]\[2\],21.5
_02102_,21.48
_05196_,21.48
cpuregs\[15\]\[20\],21.48
cpuregs\[24\]\[10\],21.46
cpuregs\[20\]\[19\],21.42
cpuregs\[4\]\[17\],21.42
count_cycle\[53\],21.41
_03670_,21.4
_04804_,21.38
count_instr\[50\],21.38
reg_out\[20\],21.38
_03468_,21.36
cpuregs\[13\]\[2\],21.31
cpuregs\[15\]\[16\],21.3
cpuregs\[21\]\[12\],21.3
cpuregs\[13\]\[12\],21.28
_03339_,21.26
_05494_,21.26
instr_sb,21.26
_03609_,21.24
_03864_,21.24
_05097_,21.22
cpuregs\[16\]\[19\],21.22
cpuregs\[9\]\[11\],21.22
cpuregs\[20\]\[26\],21.2
cpuregs\[24\]\[16\],21.2
alu_out\[30\],21.195
_03194_,21.16
cpuregs\[1\]\[12\],21.16
cpuregs\[5\]\[10\],21.16
cpuregs\[2\]\[22\],21.125
_02262_,21.12
_04600_,21.12
_04735_,21.12
cpuregs\[4\]\[27\],21.12
cpuregs\[8\]\[25\],21.1
cpuregs\[23\]\[10\],21.08
cpuregs\[14\]\[25\],21.065
_02998_,21.06
count_cycle\[23\],21.04
cpuregs\[0\]\[4\],21.04
cpuregs\[19\]\[30\],21.04
cpuregs\[9\]\[20\],21.04
net63,21.04
net137,21.04
_02038_,21.02
cpuregs\[4\]\[26\],21.02
cpuregs\[1\]\[13\],21
count_instr\[55\],20.94
cpuregs\[5\]\[16\],20.94
cpuregs\[9\]\[25\],20.94
cpuregs\[14\]\[3\],20.925
_05228_,20.92
cpuregs\[13\]\[5\],20.92
cpuregs\[16\]\[23\],20.9
cpuregs\[27\]\[17\],20.9
cpuregs\[5\]\[30\],20.9
net1202,20.88
cpuregs\[8\]\[12\],20.86
cpuregs\[18\]\[22\],20.855
count_instr\[37\],20.845
_02281_,20.84
_03575_,20.82
cpuregs\[8\]\[2\],20.8
_02762_,20.78
_03053_,20.78
_03128_,20.78
_03137_,20.78
count_cycle\[12\],20.78
cpuregs\[13\]\[30\],20.78
cpuregs\[14\]\[5\],20.77
_02679_,20.76
_03105_,20.74
cpuregs\[20\]\[30\],20.74
cpuregs\[24\]\[4\],20.74
alu_out_q\[4\],20.72
cpuregs\[14\]\[15\],20.705
cpuregs\[1\]\[27\],20.7
cpuregs\[18\]\[15\],20.695
cpuregs\[18\]\[14\],20.685
cpuregs\[2\]\[19\],20.685
_01720_,20.68
_02103_,20.68
count_cycle\[56\],20.68
cpuregs\[13\]\[26\],20.68
instr_lbu,20.68
cpuregs\[4\]\[14\],20.67
_02408_,20.66
_03379_,20.66
_04854_,20.66
_04910_,20.66
cpuregs\[25\]\[0\],20.66
cpuregs\[4\]\[16\],20.64
cpuregs\[14\]\[30\],20.625
cpuregs\[18\]\[10\],20.625
_02350_,20.62
_03995_,20.62
cpuregs\[25\]\[22\],20.62
_01608_,20.6
count_cycle\[19\],20.595
cpuregs\[18\]\[17\],20.59
cpuregs\[18\]\[29\],20.59
_02969_,20.58
cpuregs\[1\]\[19\],20.58
_01114_,20.575
cpuregs\[2\]\[21\],20.565
_01601_,20.54
_02121_,20.54
_02427_,20.54
_03598_,20.54
cpuregs\[25\]\[4\],20.54
_02460_,20.52
cpuregs\[15\]\[18\],20.5
cpuregs\[24\]\[25\],20.5
cpuregs\[3\]\[1\],20.5
cpuregs\[24\]\[0\],20.48
cpuregs\[27\]\[11\],20.48
cpuregs\[14\]\[1\],20.465
_01605_,20.46
_01913_,20.46
cpuregs\[6\]\[7\],20.445
_01980_,20.44
_03603_,20.44
_05380_,20.44
cpuregs\[0\]\[3\],20.42
cpuregs\[15\]\[1\],20.42
cpuregs\[5\]\[29\],20.41
_01657_,20.4
_04038_,20.4
cpuregs\[13\]\[10\],20.38
count_cycle\[20\],20.36
_05530_,20.34
decoded_imm_j\[10\],20.34
_03518_,20.32
cpuregs\[17\]\[2\],20.32
cpuregs\[1\]\[29\],20.32
_04636_,20.295
clknet_leaf_89_clk,20.28
_04243_,20.26
cpuregs\[4\]\[23\],20.24
cpuregs\[9\]\[12\],20.24
cpuregs\[8\]\[24\],20.2
cpuregs\[30\]\[27\],20.18
_04169_,20.16
cpuregs\[16\]\[11\],20.16
cpuregs\[5\]\[9\],20.16
_03846_,20.14
cpuregs\[12\]\[6\],20.12
_04791_,20.1
cpuregs\[5\]\[0\],20.1
mem_rdata_q\[4\],20.1
net1870,20.1
_04181_,20.09
cpuregs\[2\]\[14\],20.085
cpuregs\[25\]\[29\],20.08
cpuregs\[27\]\[9\],20.08
cpuregs\[7\]\[0\],20.08
cpuregs\[0\]\[10\],20.06
_02681_,20.04
_05569_,20.025
_02665_,20.02
_03068_,20.02
cpuregs\[12\]\[21\],20.02
cpuregs\[13\]\[27\],20.02
_03007_,20.01
_01777_,19.985
cpuregs\[21\]\[25\],19.98
cpuregs\[8\]\[15\],19.98
_02512_,19.92
cpuregs\[27\]\[7\],19.92
cpuregs\[6\]\[5\],19.905
_01110_,19.9
_01708_,19.9
_04656_,19.9
cpuregs\[12\]\[30\],19.88
cpuregs\[27\]\[19\],19.88
reg_next_pc\[20\],19.88
_02449_,19.87
cpuregs\[11\]\[6\],19.86
_02680_,19.84
cpuregs\[0\]\[22\],19.84
cpuregs\[0\]\[17\],19.82
cpuregs\[17\]\[22\],19.82
cpuregs\[8\]\[19\],19.82
reg_next_pc\[27\],19.8
reg_sh\[0\],19.8
cpuregs\[26\]\[19\],19.79
cpuregs\[18\]\[3\],19.785
_04944_,19.78
cpuregs\[4\]\[30\],19.78
mem_rdata_q\[16\],19.765
_03715_,19.76
cpuregs\[11\]\[5\],19.76
cpuregs\[1\]\[20\],19.76
cpuregs\[24\]\[8\],19.76
cpuregs\[29\]\[16\],19.76
cpuregs\[22\]\[24\],19.745
_04701_,19.74
_05330_,19.74
cpuregs\[20\]\[15\],19.74
cpuregs\[23\]\[15\],19.74
cpuregs\[29\]\[28\],19.74
cpuregs\[29\]\[26\],19.69
cpuregs\[8\]\[13\],19.68
_05246_,19.66
_05396_,19.66
cpuregs\[6\]\[31\],19.645
cpuregs\[13\]\[16\],19.64
cpuregs\[30\]\[20\],19.625
cpuregs\[12\]\[28\],19.62
reg_next_pc\[14\],19.62
alu_out\[10\],19.58
count_cycle\[24\],19.58
cpuregs\[19\]\[22\],19.58
cpuregs\[31\]\[29\],19.58
cpuregs\[10\]\[4\],19.57
cpuregs\[20\]\[3\],19.56
reg_next_pc\[9\],19.56
_04523_,19.54
cpuregs\[16\]\[26\],19.54
_02168_,19.52
cpuregs\[25\]\[9\],19.52
cpuregs\[17\]\[24\],19.5
cpuregs\[28\]\[6\],19.5
cpuregs\[30\]\[14\],19.485
_02268_,19.48
_02992_,19.48
_03997_,19.48
_04541_,19.46
_05151_,19.46
cpuregs\[16\]\[14\],19.46
cpuregs\[16\]\[16\],19.46
cpuregs\[4\]\[12\],19.46
cpuregs\[1\]\[24\],19.44
_02452_,19.42
_03343_,19.42
count_instr\[58\],19.42
cpuregs\[31\]\[8\],19.42
cpuregs\[10\]\[18\],19.405
_02840_,19.4
_02921_,19.4
_03161_,19.4
cpuregs\[12\]\[9\],19.38
cpuregs\[19\]\[19\],19.38
cpuregs\[26\]\[22\],19.37
count_instr\[62\],19.36
cpuregs\[19\]\[23\],19.36
cpuregs\[18\]\[27\],19.355
_02071_,19.34
cpuregs\[12\]\[25\],19.32
cpuregs\[27\]\[8\],19.32
cpuregs\[6\]\[2\],19.305
_04037_,19.3
count_instr\[1\],19.3
cpuregs\[27\]\[4\],19.3
count_instr\[56\],19.28
cpuregs\[14\]\[2\],19.27
cpuregs\[17\]\[3\],19.26
cpuregs\[21\]\[23\],19.26
_04618_,19.24
_04353_,19.235
cpuregs\[10\]\[0\],19.23
_02692_,19.22
cpuregs\[15\]\[25\],19.22
cpuregs\[17\]\[5\],19.22
_04496_,19.2
_05408_,19.2
cpuregs\[13\]\[6\],19.2
cpuregs\[15\]\[14\],19.2
cpuregs\[23\]\[4\],19.2
cpuregs\[30\]\[31\],19.2
net139,19.2
cpuregs\[2\]\[30\],19.185
cpuregs\[11\]\[10\],19.18
cpuregs\[10\]\[11\],19.17
cpuregs\[10\]\[8\],19.165
_01851_,19.16
_04170_,19.16
_03889_,19.15
cpuregs\[15\]\[22\],19.15
_02446_,19.12
cpuregs\[19\]\[11\],19.12
cpuregs\[4\]\[31\],19.12
cpuregs\[26\]\[1\],19.115
cpuregs\[18\]\[28\],19.11
cpuregs\[26\]\[16\],19.11
_03140_,19.1
cpuregs\[4\]\[2\],19.1
cpuregs\[7\]\[25\],19.1
cpuregs\[8\]\[4\],19.1
cpuregs\[6\]\[18\],19.085
_01697_,19.08
_02021_,19.08
cpuregs\[20\]\[6\],19.08
cpuregs\[2\]\[0\],19.075
cpuregs\[6\]\[27\],19.07
cpuregs\[14\]\[21\],19.065
cpuregs\[6\]\[6\],19.065
_02341_,19.06
_02709_,19.06
cpuregs\[16\]\[22\],19.06
_03008_,19.04
cpuregs\[5\]\[21\],19.04
_05127_,19.02
count_instr\[46\],19.02
cpuregs\[8\]\[29\],19.02
cpuregs\[14\]\[6\],19.01
cpuregs\[26\]\[30\],19.01
_03513_,19
_03109_,18.98
cpuregs\[19\]\[4\],18.98
cpuregs\[3\]\[30\],18.98
_04341_,18.965
cpuregs\[30\]\[16\],18.965
_01806_,18.94
cpuregs\[19\]\[7\],18.92
cpuregs\[7\]\[26\],18.92
_01097_,18.905
_04839_,18.9
_05062_,18.9
cpuregs\[0\]\[21\],18.9
cpuregs\[12\]\[19\],18.88
cpuregs\[29\]\[31\],18.88
_01718_,18.86
_02146_,18.86
_03175_,18.86
_04284_,18.86
count_cycle\[62\],18.86
cpuregs\[12\]\[29\],18.86
reg_next_pc\[8\],18.86
cpuregs\[12\]\[18\],18.84
cpuregs\[23\]\[14\],18.84
cpuregs\[28\]\[31\],18.84
cpuregs\[3\]\[21\],18.84
_04159_,18.82
_04332_,18.82
_04695_,18.82
count_cycle\[2\],18.82
cpuregs\[15\]\[12\],18.82
mem_rdata[11],18.82
clknet_leaf_90_clk,18.8
cpuregs\[14\]\[4\],18.785
cpuregs\[19\]\[0\],18.78
cpuregs\[3\]\[16\],18.78
_01838_,18.76
_02944_,18.76
cpuregs\[1\]\[15\],18.76
cpuregs\[2\]\[13\],18.745
cpuregs\[2\]\[28\],18.745
cpuregs\[15\]\[27\],18.74
cpuregs\[17\]\[9\],18.74
cpuregs\[26\]\[14\],18.735
_04258_,18.72
_04411_,18.72
_02303_,18.7
_04325_,18.7
_05149_,18.7
cpuregs\[25\]\[21\],18.7
_04685_,18.68
count_instr\[29\],18.68
cpuregs\[20\]\[25\],18.68
cpuregs\[2\]\[2\],18.665
_05027_,18.66
cpuregs\[19\]\[13\],18.66
cpuregs\[25\]\[10\],18.66
cpuregs\[5\]\[15\],18.66
cpuregs\[20\]\[14\],18.65
_05554_,18.645
cpuregs\[6\]\[20\],18.645
cpuregs\[15\]\[0\],18.64
net1506,18.64
_03522_,18.62
_04571_,18.62
_05495_,18.62
cpuregs\[8\]\[28\],18.6
cpuregs\[13\]\[19\],18.58
cpuregs\[23\]\[1\],18.57
cpuregs\[24\]\[20\],18.56
cpuregs\[10\]\[25\],18.545
cpuregs\[10\]\[6\],18.545
_05334_,18.54
cpuregs\[5\]\[6\],18.54
_03365_,18.52
_02985_,18.5
cpuregs\[8\]\[11\],18.5
_03538_,18.49
cpuregs\[15\]\[11\],18.48
cpuregs\[26\]\[11\],18.47
_04157_,18.46
_04688_,18.46
_03077_,18.42
cpuregs\[12\]\[7\],18.42
net60,18.42
_02412_,18.4
_03268_,18.4
cpuregs\[12\]\[31\],18.4
cpuregs\[11\]\[25\],18.38
cpuregs\[30\]\[11\],18.37
cpuregs\[6\]\[19\],18.365
cpuregs\[1\]\[4\],18.36
cpuregs\[23\]\[25\],18.36
_02668_,18.34
cpuregs\[19\]\[10\],18.34
net2047,18.34
cpuregs\[29\]\[18\],18.32
cpuregs\[8\]\[31\],18.32
cpuregs\[17\]\[1\],18.31
cpuregs\[12\]\[27\],18.3
_02873_,18.28
count_instr\[52\],18.28
cpuregs\[8\]\[20\],18.28
clknet_leaf_30_clk,18.28
cpuregs\[7\]\[28\],18.26
clknet_leaf_107_clk,18.26
_01889_,18.25
cpuregs\[5\]\[18\],18.24
net143,18.24
_02979_,18.22
cpuregs\[24\]\[1\],18.22
cpuregs\[26\]\[15\],18.215
cpuregs\[2\]\[31\],18.205
cpuregs\[30\]\[26\],18.205
cpuregs\[7\]\[2\],18.2
cpuregs\[7\]\[13\],18.18
cpuregs\[0\]\[16\],18.16
cpuregs\[25\]\[11\],18.16
cpuregs\[19\]\[3\],18.155
_01604_,18.14
net1154,18.14
cpuregs\[18\]\[5\],18.13
_03600_,18.12
reg_out\[30\],18.12
net1944,18.12
_02030_,18.1
cpuregs\[28\]\[18\],18.1
_04754_,18.08
cpuregs\[14\]\[9\],18.065
_01745_,18.06
net1225,18.06
_04027_,18.04
_02820_,18.02
_05056_,18.02
_05239_,18.02
_01785_,18
cpuregs\[8\]\[7\],18
cpuregs\[10\]\[23\],17.985
cpuregs\[30\]\[24\],17.985
cpuregs\[12\]\[5\],17.98
cpuregs\[4\]\[3\],17.98
reg_next_pc\[7\],17.98
net2214,17.98
_02484_,17.96
cpuregs\[19\]\[24\],17.96
cpuregs\[26\]\[26\],17.95
cpuregs\[26\]\[28\],17.95
_02724_,17.94
_05065_,17.94
cpuregs\[9\]\[24\],17.94
cpuregs\[14\]\[13\],17.93
cpuregs\[6\]\[21\],17.925
_04999_,17.92
net1916,17.92
_01878_,17.9
cpuregs\[23\]\[3\],17.9
cpuregs\[25\]\[1\],17.9
cpuregs\[27\]\[29\],17.9
_03469_,17.88
cpuregs\[27\]\[3\],17.87
cpuregs\[3\]\[25\],17.85
_01111_,17.845
cpuregs\[25\]\[18\],17.84
net1825,17.84
_02084_,17.82
_05370_,17.8
net1798,17.8
_02208_,17.78
_04158_,17.78
cpuregs\[1\]\[30\],17.78
reg_next_pc\[15\],17.78
net141,17.78
_01918_,17.76
_02077_,17.76
_04268_,17.76
cpuregs\[30\]\[30\],17.745
count_instr\[26\],17.74
cpuregs\[1\]\[9\],17.74
_03138_,17.73
cpuregs\[14\]\[20\],17.725
_01646_,17.72
cpuregs\[23\]\[20\],17.72
cpuregs\[3\]\[26\],17.72
_02343_,17.7
_03195_,17.7
_03971_,17.7
_05368_,17.7
cpuregs\[23\]\[21\],17.7
_05218_,17.68
net1535,17.68
cpuregs\[12\]\[22\],17.66
cpuregs\[15\]\[15\],17.66
cpuregs\[3\]\[15\],17.66
cpuregs\[7\]\[12\],17.65
_03826_,17.64
count_instr\[32\],17.62
cpuregs\[29\]\[21\],17.62
cpuregs\[23\]\[8\],17.6
net1656,17.6
cpuregs\[10\]\[16\],17.585
_02066_,17.58
_02329_,17.58
cpuregs\[24\]\[24\],17.58
net48,17.58
cpuregs\[27\]\[22\],17.56
cpuregs\[13\]\[7\],17.54
instr_sra,17.54
cpuregs\[2\]\[1\],17.53
cpuregs\[14\]\[31\],17.525
cpuregs\[18\]\[13\],17.515
_03133_,17.5
cpuregs\[11\]\[12\],17.5
cpuregs\[26\]\[20\],17.485
_02118_,17.48
net2160,17.46
_05558_,17.445
net1414,17.44
net2197,17.44
_04271_,17.42
_05177_,17.4
_05395_,17.4
cpuregs\[10\]\[5\],17.385
cpuregs\[6\]\[10\],17.385
_02977_,17.38
cpuregs\[2\]\[4\],17.375
_02525_,17.36
_03009_,17.36
_03067_,17.36
_04149_,17.36
cpuregs\[1\]\[8\],17.36
cpuregs\[27\]\[30\],17.36
cpuregs\[9\]\[4\],17.36
_02018_,17.355
cpuregs\[7\]\[6\],17.34
_01810_,17.32
_03406_,17.32
cpuregs\[29\]\[23\],17.3
cpuregs\[22\]\[30\],17.285
cpuregs\[29\]\[8\],17.275
reg_next_pc\[30\],17.26
cpuregs\[14\]\[11\],17.245
reg_sh\[4\],17.24
_04673_,17.22
cpuregs\[24\]\[29\],17.22
net45,17.22
cpuregs\[10\]\[15\],17.205
_03684_,17.2
_04835_,17.2
cpuregs\[29\]\[2\],17.2
net2169,17.2
_02794_,17.19
is_compare,17.18
_02589_,17.17
cpuregs\[26\]\[7\],17.17
cpuregs\[11\]\[4\],17.16
_01868_,17.14
_01983_,17.14
_04913_,17.14
cpuregs\[27\]\[16\],17.14
_03756_,17.135
cpuregs\[2\]\[11\],17.125
_04490_,17.12
cpuregs\[29\]\[25\],17.12
_02982_,17.1
cpuregs\[7\]\[1\],17.08
cpuregs\[18\]\[11\],17.07
_01758_,17.06
_03590_,17.06
_05508_,17.06
cpuregs\[16\]\[5\],17.06
cpuregs\[21\]\[6\],17.06
cpuregs\[6\]\[25\],17.045
_01994_,17.04
_03748_,17.04
cpuregs\[19\]\[27\],17.04
cpuregs\[21\]\[2\],17.04
cpuregs\[23\]\[31\],17.04
cpuregs\[7\]\[10\],17.04
cpuregs\[6\]\[0\],17.03
_01593_,17.02
_05298_,17.02
cpuregs\[9\]\[0\],17.02
cpuregs\[28\]\[28\],17
_01880_,16.98
_02222_,16.98
_03373_,16.98
net2115,16.98
cpuregs\[14\]\[0\],16.975
cpuregs\[14\]\[18\],16.975
cpuregs\[0\]\[6\],16.96
cpuregs\[23\]\[11\],16.96
cpuregs\[18\]\[12\],16.95
cpuregs\[10\]\[10\],16.945
cpuregs\[10\]\[31\],16.945
_03517_,16.93
cpuregs\[10\]\[1\],16.905
cpuregs\[10\]\[30\],16.905
cpuregs\[14\]\[22\],16.905
_03020_,16.9
_04031_,16.9
cpuregs\[0\]\[18\],16.9
cpuregs\[11\]\[14\],16.9
cpuregs\[18\]\[18\],16.89
_04693_,16.88
_01551_,16.86
cpuregs\[4\]\[22\],16.86
_04698_,16.84
_01591_,16.82
_04334_,16.81
_03073_,16.8
cpuregs\[15\]\[6\],16.8
reg_next_pc\[23\],16.8
net1285,16.8
cpuregs\[10\]\[26\],16.785
_03635_,16.78
count_instr\[59\],16.78
cpuregs\[11\]\[3\],16.78
cpuregs\[31\]\[27\],16.78
net1275,16.78
_04643_,16.76
_04746_,16.76
_05147_,16.76
count_instr\[27\],16.76
net2136,16.76
cpuregs\[18\]\[6\],16.735
_03372_,16.72
cpuregs\[6\]\[26\],16.705
cpuregs\[0\]\[31\],16.7
cpuregs\[19\]\[20\],16.7
cpuregs\[24\]\[31\],16.7
_02941_,16.68
_03312_,16.68
_03578_,16.68
cpuregs\[10\]\[28\],16.675
cpuregs\[22\]\[3\],16.665
cpuregs\[2\]\[15\],16.665
_03747_,16.66
_04350_,16.66
_03815_,16.64
_02540_,16.62
cpuregs\[23\]\[0\],16.62
net1683,16.62
_02991_,16.6
_03764_,16.6
reg_next_pc\[3\],16.6
cpuregs\[10\]\[14\],16.585
_04901_,16.58
cpuregs\[31\]\[0\],16.57
cpuregs\[22\]\[26\],16.565
_04885_,16.56
cpuregs\[17\]\[23\],16.56
cpuregs\[17\]\[27\],16.56
cpuregs\[31\]\[5\],16.56
_02137_,16.54
_02869_,16.54
_03381_,16.54
cpuregs\[22\]\[10\],16.525
_04283_,16.52
_04310_,16.52
cpuregs\[23\]\[19\],16.52
cpuregs\[29\]\[1\],16.52
_03340_,16.5
_04819_,16.5
cpuregs\[13\]\[25\],16.5
_01927_,16.49
cpuregs\[6\]\[11\],16.485
count_instr\[40\],16.48
cpuregs\[23\]\[28\],16.48
cpuregs\[26\]\[2\],16.47
cpuregs\[10\]\[21\],16.465
cpuregs\[14\]\[29\],16.465
_02397_,16.46
cpuregs\[31\]\[4\],16.46
cpuregs\[4\]\[19\],16.46
_01780_,16.44
_03691_,16.44
cpuregs\[11\]\[31\],16.44
cpuregs\[27\]\[25\],16.44
cpuregs\[30\]\[25\],16.44
count_cycle\[44\],16.42
cpuregs\[18\]\[20\],16.415
_01278_,16.405
net1786,16.4
cpuregs\[2\]\[9\],16.385
_03879_,16.38
_04552_,16.38
cpuregs\[26\]\[24\],16.35
_05337_,16.34
_03201_,16.335
cpuregs\[22\]\[0\],16.33
cpuregs\[30\]\[12\],16.325
_01583_,16.32
_02564_,16.32
_04971_,16.32
cpuregs\[16\]\[20\],16.32
_04457_,16.3
cpuregs\[20\]\[28\],16.3
cpuregs\[23\]\[6\],16.3
cpuregs\[27\]\[26\],16.3
_01953_,16.28
_03990_,16.28
mem_rdata_q\[14\],16.28
reg_next_pc\[12\],16.28
cpuregs\[14\]\[7\],16.265
_01624_,16.26
_01723_,16.26
_03237_,16.26
_03264_,16.26
net152,16.26
cpuregs\[26\]\[0\],16.25
_05140_,16.24
_03165_,16.22
_04833_,16.22
_05358_,16.22
_05464_,16.22
cpuregs\[19\]\[26\],16.22
mem_rdata_q\[5\],16.22
_02790_,16.2
cpuregs\[29\]\[13\],16.2
reg_out\[22\],16.2
_04737_,16.18
cpuregs\[16\]\[1\],16.18
cpuregs\[23\]\[13\],16.18
_03000_,16.17
_03819_,16.14
_04298_,16.14
_04364_,16.14
_05247_,16.14
cpuregs\[12\]\[26\],16.14
cpuregs\[24\]\[23\],16.14
cpuregs\[7\]\[24\],16.14
net1718,16.14
cpuregs\[14\]\[27\],16.125
cpuregs\[13\]\[31\],16.12
cpuregs\[25\]\[25\],16.12
cpuregs\[28\]\[11\],16.12
_01682_,16.1
_04166_,16.1
_05109_,16.1
cpuregs\[17\]\[26\],16.1
cpuregs\[27\]\[2\],16.1
alu_out\[19\],16.08
_04430_,16.06
cpuregs\[12\]\[8\],16.06
cpuregs\[22\]\[7\],16.06
cpuregs\[31\]\[3\],16.06
cpuregs\[5\]\[20\],16.06
cpuregs\[4\]\[6\],16.04
_02258_,16.02
_02344_,16.02
_04973_,16.02
cpuregs\[1\]\[21\],16.02
_03671_,15.99
cpuregs\[17\]\[10\],15.98
cpuregs\[25\]\[17\],15.98
count_cycle\[18\],15.96
cpuregs\[0\]\[24\],15.96
cpuregs\[19\]\[2\],15.96
net1934,15.96
_04439_,15.94
_02475_,15.92
_03227_,15.92
_04476_,15.92
_04074_,15.9
_05375_,15.9
count_cycle\[54\],15.9
cpuregs\[25\]\[6\],15.9
_01342_,15.885
_03332_,15.88
_04189_,15.88
cpuregs\[11\]\[26\],15.88
_03447_,15.86
cpuregs\[16\]\[12\],15.86
net1538,15.86
_04191_,15.84
cpuregs\[28\]\[27\],15.84
decoded_rd\[4\],15.84
_03611_,15.82
_03763_,15.8
_05340_,15.8
count_cycle\[6\],15.8
_02205_,15.78
_02889_,15.78
_05335_,15.78
cpuregs\[21\]\[10\],15.78
cpuregs\[27\]\[31\],15.78
