net,length_um
cpuregs\[26\]\[6\],15.77
cpuregs\[6\]\[14\],15.765
_03778_,15.76
cpuregs\[7\]\[9\],15.76
cpuregs\[2\]\[8\],15.745
_02324_,15.74
_04004_,15.74
cpuregs\[27\]\[5\],15.74
cpuregs\[29\]\[27\],15.74
cpuregs\[1\]\[6\],15.72
cpuregs\[30\]\[6\],15.695
_02123_,15.68
_03104_,15.68
_03883_,15.68
cpuregs\[24\]\[14\],15.68
net2101,15.68
_03520_,15.66
_03960_,15.66
cpuregs\[4\]\[24\],15.65
_03595_,15.62
_03913_,15.62
_04595_,15.62
cpuregs\[6\]\[15\],15.605
_04751_,15.6
_04908_,15.6
cpuregs\[21\]\[15\],15.6
cpuregs\[23\]\[16\],15.6
cpuregs\[2\]\[17\],15.585
cpuregs\[26\]\[29\],15.57
_01580_,15.56
_04502_,15.56
alu_out\[4\],15.545
cpuregs\[10\]\[2\],15.525
_02641_,15.52
_04251_,15.52
cpuregs\[0\]\[26\],15.52
cpuregs\[27\]\[28\],15.52
cpuregs\[7\]\[21\],15.52
net53,15.52
net156,15.52
_02075_,15.515
_04307_,15.505
cpuregs\[7\]\[16\],15.5
instr_ori,15.5
net2314,15.5
_03117_,15.48
_04001_,15.48
cpuregs\[25\]\[26\],15.48
_04196_,15.46
_04674_,15.46
reg_out\[9\],15.46
_03527_,15.44
_03808_,15.44
_04614_,15.44
_04178_,15.42
cpuregs\[0\]\[29\],15.42
cpuregs\[15\]\[21\],15.42
cpuregs\[18\]\[1\],15.42
cpuregs\[28\]\[9\],15.42
count_cycle\[49\],15.41
_02898_,15.4
count_cycle\[45\],15.4
cpuregs\[22\]\[11\],15.4
_02207_,15.38
_03059_,15.38
_03155_,15.38
cpuregs\[16\]\[30\],15.38
cpuregs\[31\]\[20\],15.38
mem_wdata[18],15.38
_03727_,15.36
cpuregs\[30\]\[2\],15.36
_01094_,15.345
_02320_,15.34
_03781_,15.34
cpuregs\[26\]\[4\],15.325
_01986_,15.32
_02305_,15.32
_03414_,15.32
_04537_,15.32
cpuregs\[12\]\[16\],15.32
cpuregs\[23\]\[26\],15.32
cpuregs\[2\]\[18\],15.305
_04376_,15.3
cpuregs\[30\]\[17\],15.3
net1364,15.3
net2044,15.3
_01752_,15.28
_03957_,15.28
_04742_,15.26
cpuregs\[9\]\[5\],15.26
_01128_,15.245
_02264_,15.24
_01679_,15.22
_02134_,15.22
_04277_,15.22
_04691_,15.22
cpuregs\[4\]\[7\],15.22
cpuregs\[26\]\[17\],15.205
_04266_,15.2
_05199_,15.2
net2204,15.2
cpuregs\[2\]\[10\],15.19
_03473_,15.185
_02534_,15.18
_04262_,15.18
cpuregs\[11\]\[0\],15.18
cpuregs\[17\]\[7\],15.18
cpuregs\[21\]\[1\],15.18
cpuregs\[29\]\[3\],15.18
cpuregs\[3\]\[8\],15.18
cpuregs\[9\]\[3\],15.18
net1403,15.18
_03636_,15.16
cpuregs\[27\]\[10\],15.16
_03577_,15.14
_04670_,15.14
cpuregs\[19\]\[31\],15.14
cpuregs\[6\]\[3\],15.135
cpuregs\[20\]\[17\],15.11
_01121_,15.105
cpuregs\[2\]\[20\],15.105
_02361_,15.1
_04628_,15.1
cpuregs\[8\]\[8\],15.1
_01090_,15.085
_03422_,15.08
_04257_,15.08
pcpi_rs2[7],15.07
_01789_,15.06
_02119_,15.06
_02384_,15.06
cpuregs\[3\]\[7\],15.06
alu_out\[21\],15.045
_03952_,15.04
_03692_,15.035
cpuregs\[8\]\[1\],15.02
_04651_,15
_01802_,14.98
_02929_,14.98
cpuregs\[11\]\[1\],14.98
cpuregs\[25\]\[14\],14.98
cpuregs\[27\]\[23\],14.98
_01116_,14.965
_03749_,14.96
cpuregs\[28\]\[21\],14.96
cpuregs\[7\]\[15\],14.96
_02005_,14.92
_03306_,14.92
_03405_,14.92
_03724_,14.92
_03891_,14.92
cpuregs\[19\]\[29\],14.92
cpuregs\[20\]\[27\],14.92
_03426_,14.9
cpuregs\[29\]\[17\],14.9
_00034_,14.885
_02170_,14.88
_03581_,14.88
_04870_,14.88
_05200_,14.88
cpuregs\[7\]\[5\],14.88
_02630_,14.86
net64,14.84
cpuregs\[26\]\[12\],14.83
_02423_,14.82
_03285_,14.82
cpuregs\[19\]\[9\],14.82
_02295_,14.8
_03849_,14.8
_03959_,14.8
_04843_,14.8
_04994_,14.8
net1542,14.8
net1592,14.8
net1763,14.8
_03150_,14.78
cpuregs\[26\]\[25\],14.77
cpuregs\[14\]\[12\],14.765
_01584_,14.76
_01664_,14.76
_03801_,14.76
_04357_,14.76
_04883_,14.76
cpuregs\[11\]\[18\],14.76
_04671_,14.74
cpuregs\[11\]\[23\],14.74
cpuregs\[20\]\[21\],14.74
cpuregs\[7\]\[27\],14.74
net2262,14.74
cpuregs\[22\]\[18\],14.725
_04500_,14.72
cpuregs\[17\]\[6\],14.72
_01695_,14.7
_05304_,14.7
cpuregs\[15\]\[2\],14.7
alu_out\[25\],14.695
_00301_,14.685
_02435_,14.68
_03435_,14.68
_04317_,14.68
_05261_,14.68
cpuregs\[15\]\[19\],14.68
cpuregs\[7\]\[29\],14.68
cpuregs\[14\]\[14\],14.665
_02370_,14.66
net1351,14.66
net1971,14.66
net2034,14.66
_03269_,14.64
_04597_,14.64
_05233_,14.64
cpuregs\[11\]\[17\],14.64
cpuregs\[25\]\[2\],14.64
cpuregs\[3\]\[9\],14.64
_04119_,14.62
net1326,14.62
_04118_,14.61
_04311_,14.585
_02417_,14.58
_02635_,14.58
_03788_,14.58
_04348_,14.58
cpuregs\[31\]\[22\],14.58
_05378_,14.565
cpuregs\[30\]\[9\],14.56
_03213_,14.555
cpuregs\[10\]\[13\],14.545
_02462_,14.54
_04155_,14.54
cpuregs\[0\]\[20\],14.54
_01906_,14.5
_03272_,14.5
_03392_,14.5
_03669_,14.5
_04419_,14.5
_04702_,14.5
cpuregs\[28\]\[8\],14.5
cpuregs\[7\]\[19\],14.5
_03750_,14.48
net39,14.48
_03633_,14.46
cpuregs\[31\]\[19\],14.46
net1425,14.46
net2322,14.46
_05194_,14.44
_01609_,14.42
_03010_,14.42
cpuregs\[29\]\[9\],14.42
decoded_rd\[3\],14.42
net164,14.42
_04543_,14.4
_05113_,14.4
cpuregs\[7\]\[11\],14.4
cpuregs\[10\]\[17\],14.385
cpuregs\[27\]\[6\],14.38
net1902,14.36
_03108_,14.34
_04365_,14.34
_04368_,14.34
_04976_,14.34
cpuregs\[23\]\[29\],14.34
cpuregs\[7\]\[8\],14.34
net1633,14.34
_02454_,14.32
mem_rdata_q\[8\],14.305
_04995_,14.3
_05028_,14.3
cpuregs\[21\]\[17\],14.3
cpuregs\[31\]\[9\],14.3
_01578_,14.28
_03189_,14.28
net1347,14.28
net1721,14.28
_02362_,14.26
cpuregs\[5\]\[17\],14.26
_02619_,14.24
net1699,14.24
net1875,14.24
_02810_,14.23
_02672_,14.22
net55,14.22
_04117_,14.2
_04390_,14.2
cpuregs\[19\]\[16\],14.2
_01792_,14.18
_02514_,14.18
_03403_,14.18
_04393_,14.18
_05064_,14.18
cpuregs\[13\]\[28\],14.18
cpuregs\[3\]\[2\],14.18
cpuregs\[10\]\[7\],14.165
_04223_,14.16
net2246,14.16
_04229_,14.14
_04771_,14.14
_05081_,14.14
cpuregs\[22\]\[28\],14.14
cpuregs\[25\]\[23\],14.14
cpuregs\[7\]\[14\],14.14
net146,14.14
_03279_,14.13
_01958_,14.12
_04468_,14.12
cpuregs\[25\]\[8\],14.1
cpuregs\[30\]\[13\],14.1
_02173_,14.08
_02518_,14.08
_03668_,14.08
_04679_,14.08
_04872_,14.08
cpuregs\[1\]\[28\],14.08
net1891,14.08
_01415_,14.075
cpuregs\[2\]\[6\],14.065
_02318_,14.06
cpuregs\[11\]\[30\],14.06
cpuregs\[23\]\[24\],14.06
cpuregs\[7\]\[18\],14.06
_05222_,14.04
cpuregs\[23\]\[23\],14.04
cpuregs\[23\]\[5\],14.04
_04757_,14.02
cpuregs\[28\]\[7\],14.02
cpuregs\[29\]\[19\],14.02
cpuregs\[3\]\[24\],14.02
_04763_,14
cpuregs\[17\]\[21\],14
cpuregs\[28\]\[17\],14
instr_slli,14
_03679_,13.995
cpuregs\[27\]\[24\],13.98
pcpi_rs1[21],13.98
_02486_,13.975
cpuregs\[6\]\[17\],13.965
_01846_,13.96
_04665_,13.96
_05219_,13.96
_05253_,13.96
net59,13.96
net1804,13.96
cpuregs\[26\]\[5\],13.955
cpuregs\[1\]\[17\],13.94
cpuregs\[23\]\[12\],13.94
cpuregs\[28\]\[25\],13.94
cpuregs\[18\]\[30\],13.93
_02161_,13.92
_02614_,13.92
cpuregs\[11\]\[8\],13.92
_04164_,13.88
_04253_,13.88
_04438_,13.88
_04888_,13.88
cpuregs\[20\]\[29\],13.88
net1838,13.88
cpuregs\[21\]\[13\],13.875
_03605_,13.865
cpuregs\[26\]\[23\],13.865
_01666_,13.86
_02289_,13.86
_03225_,13.86
_04215_,13.86
cpuregs\[3\]\[17\],13.86
cpuregs\[18\]\[0\],13.845
_03376_,13.84
_03929_,13.84
_05331_,13.84
cpuregs\[27\]\[1\],13.84
cpuregs\[7\]\[30\],13.84
_03058_,13.83
_00691_,13.825
net1423,13.82
_02453_,13.81
_01120_,13.805
_01993_,13.8
_02775_,13.8
_03530_,13.8
_03791_,13.8
_05123_,13.8
_05441_,13.8
cpuregs\[19\]\[17\],13.8
cpuregs\[23\]\[30\],13.8
cpuregs\[3\]\[6\],13.78
net1135,13.78
net1847,13.78
_03412_,13.77
_05121_,13.76
_05353_,13.76
_05419_,13.76
cpuregs\[1\]\[1\],13.76
cpuregs\[25\]\[24\],13.76
cpuregs\[3\]\[19\],13.76
_01847_,13.74
_02035_,13.74
alu_out\[27\],13.74
_02382_,13.72
count_instr\[20\],13.72
cpuregs\[1\]\[16\],13.72
cpuregs\[20\]\[11\],13.72
net1594,13.68
net1951,13.68
_05487_,13.66
_01837_,13.645
_03147_,13.64
_03184_,13.64
count_instr\[42\],13.64
cpuregs\[18\]\[31\],13.615
_01798_,13.6
_01827_,13.6
cpuregs\[15\]\[5\],13.6
cpuregs\[31\]\[18\],13.6
_04148_,13.59
_00023_,13.585
_01481_,13.585
_03479_,13.58
cpuregs\[23\]\[7\],13.58
net2289,13.58
_01824_,13.56
_03884_,13.56
_03987_,13.56
count_instr\[53\],13.56
cpuregs\[11\]\[19\],13.56
cpuregs\[19\]\[6\],13.56
cpuregs\[31\]\[6\],13.56
_03026_,13.54
_05106_,13.54
mem_la_addr[20],13.54
net1399,13.54
net2240,13.54
_01732_,13.52
net1979,13.52
_04472_,13.505
cpuregs\[10\]\[19\],13.505
cpuregs\[6\]\[1\],13.505
_01757_,13.5
_01931_,13.5
_02096_,13.5
_03610_,13.5
_03790_,13.5
_05126_,13.5
reg_next_pc\[19\],13.5
_04927_,13.48
cpuregs\[1\]\[26\],13.48
_02456_,13.46
_02936_,13.46
_03780_,13.46
_04748_,13.46
_05006_,13.46
cpuregs\[3\]\[0\],13.46
net2315,13.46
_00491_,13.445
_01338_,13.445
_02978_,13.44
cpuregs\[5\]\[19\],13.44
instr_rdcycle,13.44
net1876,13.44
_02447_,13.42
_02759_,13.42
_04585_,13.42
_05249_,13.42
_05381_,13.42
cpuregs\[28\]\[29\],13.42
net2155,13.42
_02608_,13.4
_03560_,13.4
alu_out_q\[6\],13.4
cpuregs\[15\]\[26\],13.4
_03164_,13.38
_03297_,13.38
_03433_,13.36
net1735,13.36
_01080_,13.345
_03249_,13.34
cpuregs\[16\]\[13\],13.34
net1693,13.34
net2286,13.34
_00845_,13.325
count_instr\[39\],13.32
net2213,13.32
net1177,13.31
_01734_,13.3
_02074_,13.3
cpuregs\[13\]\[20\],13.3
cpuregs\[21\]\[0\],13.3
net1853,13.3
net2018,13.3
_04212_,13.28
_03742_,13.27
cpuregs\[2\]\[25\],13.265
_02269_,13.26
_04288_,13.26
cpuregs\[22\]\[9\],13.26
cpuregs\[24\]\[22\],13.26
cpuregs\[7\]\[17\],13.26
cpuregs\[7\]\[31\],13.26
net52,13.26
net159,13.26
_03626_,13.24
cpuregs\[15\]\[7\],13.24
_04916_,13.22
cpuregs\[3\]\[11\],13.22
_02416_,13.21
_00841_,13.205
alu_out\[6\],13.205
_03044_,13.2
_03462_,13.2
_02201_,13.18
_03562_,13.18
_04589_,13.18
net1561,13.18
_00367_,13.165
_03125_,13.16
_04126_,13.16
_05111_,13.16
_05284_,13.16
cpuregs\[20\]\[9\],13.16
cpuregs\[7\]\[23\],13.16
net2266,13.16
cpuregs\[18\]\[23\],13.15
cpuregs\[2\]\[12\],13.145
cpuregs\[6\]\[16\],13.145
_02009_,13.12
_03061_,13.12
_03867_,13.12
cpuregs\[31\]\[28\],13.12
cpuregs\[9\]\[27\],13.12
_00839_,13.105
_03618_,13.1
_04034_,13.1
_05320_,13.1
net142,13.1
_03075_,13.08
_03080_,13.08
_03536_,13.08
_05522_,13.08
instr_beq,13.08
_00499_,13.065
_00620_,13.045
_01742_,13.04
_03533_,13.04
_01122_,13.035
_02135_,13.02
_03361_,13.02
count_instr\[7\],13.02
_03273_,13
_03629_,13
_03770_,13
_04318_,13
_04564_,13
cpuregs\[19\]\[15\],13
cpuregs\[21\]\[7\],13
net1599,13
net1930,13
count_instr\[25\],12.995
_01888_,12.99
_03812_,12.98
_04817_,12.98
cpuregs\[19\]\[28\],12.98
cpuregs\[25\]\[7\],12.98
_02835_,12.96
_02905_,12.96
_03318_,12.96
_04096_,12.96
_04639_,12.96
_04659_,12.96
_04729_,12.96
net2150,12.96
_00883_,12.945
_03464_,12.94
_04907_,12.94
cpuregs\[3\]\[31\],12.94
net1998,12.94
_03973_,12.92
cpuregs\[31\]\[13\],12.92
cpuregs\[3\]\[3\],12.92
net2257,12.92
_05242_,12.91
_00154_,12.905
_02271_,12.9
net2030,12.9
net2117,12.9
net2196,12.9
_03202_,12.88
_03411_,12.88
_04410_,12.88
_05506_,12.88
cpuregs\[25\]\[3\],12.88
cpuregs\[3\]\[4\],12.88
net1892,12.88
_05133_,12.86
_05514_,12.86
net1761,12.86
net1168,12.84
net1169,12.84
net1212,12.84
_01992_,12.835
_02322_,12.82
_03072_,12.8
_04240_,12.8
net1740,12.78
_01579_,12.76
_04237_,12.76
_04379_,12.76
_04773_,12.76
_04809_,12.76
cpuregs\[11\]\[21\],12.76
cpuregs\[29\]\[29\],12.76
cpuregs\[30\]\[23\],12.76
_00949_,12.74
_03035_,12.74
_04233_,12.74
_04871_,12.74
_03331_,12.7
_05250_,12.7
net158,12.7
_02156_,12.68
_04021_,12.68
cpuregs\[11\]\[11\],12.68
cpuregs\[11\]\[7\],12.68
reg_out\[15\],12.68
_01284_,12.665
_03878_,12.66
_04270_,12.66
_04953_,12.66
cpuregs\[29\]\[7\],12.66
cpuregs\[30\]\[28\],12.66
_02955_,12.65
_05387_,12.64
cpuregs\[3\]\[28\],12.64
_01479_,12.625
_01938_,12.62
_02097_,12.62
_03385_,12.62
_03558_,12.62
_03892_,12.62
_04505_,12.62
_04926_,12.62
_05297_,12.62
mem_addr[6],12.62
mem_la_addr[21],12.62
mem_la_wdata[11],12.62
mem_la_wdata[17],12.62
mem_wdata[21],12.62
pcpi_rs1[12],12.62
pcpi_rs1[23],12.62
pcpi_rs1[7],12.62
net1628,12.62
net1657,12.62
net1669,12.62
net1994,12.62
_02970_,12.615
_00334_,12.605
_03095_,12.6
_05450_,12.6
mem_rdata_q\[19\],12.6
net1911,12.6
_00340_,12.585
_01264_,12.585
_01112_,12.58
_02539_,12.58
_02853_,12.58
_03449_,12.58
_04331_,12.58
_04768_,12.58
_05017_,12.58
cpuregs\[22\]\[31\],12.58
net1484,12.58
_03082_,12.56
_03320_,12.56
_03446_,12.56
mem_rdata_q\[1\],12.56
_02872_,12.54
_04202_,12.54
_05171_,12.54
net2127,12.54
_05168_,12.52
net2295,12.52
_01418_,12.5
_03681_,12.5
_05427_,12.5
_05446_,12.5
mem_rdata[18],12.5
net2038,12.5
_02247_,12.48
_02549_,12.48
_04945_,12.48
cpuregs\[10\]\[29\],12.465
_02069_,12.46
_02312_,12.46
_03420_,12.46
cpuregs\[15\]\[9\],12.46
cpuregs\[30\]\[5\],12.46
net151,12.46
_01007_,12.445
_03675_,12.44
net1482,12.44
net1688,12.44
net2057,12.44
net2238,12.44
_00094_,12.435
_00195_,12.425
_02149_,12.42
net1956,12.42
_02640_,12.41
_01238_,12.405
_03341_,12.38
_04533_,12.38
cpuregs\[0\]\[8\],12.38
reg_next_pc\[13\],12.38
_00478_,12.365
_00992_,12.365
_04431_,12.36
net2218,12.36
cpuregs\[27\]\[20\],12.35
cpuregs\[6\]\[28\],12.345
_02234_,12.34
_03262_,12.34
_03282_,12.34
_04475_,12.34
_05511_,12.34
cpuregs\[28\]\[13\],12.34
cpuregs\[31\]\[12\],12.34
reg_next_pc\[17\],12.34
net1778,12.32
count_instr\[23\],12.31
_00463_,12.305
_03984_,12.3
_05232_,12.3
cpuregs\[30\]\[15\],12.3
net58,12.3
_00302_,12.285
_04799_,12.28
_01716_,12.26
_02006_,12.26
_02310_,12.26
alu_out\[23\],12.245
_01929_,12.24
_02280_,12.24
_02545_,12.24
_02882_,12.24
_04335_,12.24
_04642_,12.24
_05024_,12.24
net2281,12.24
_01034_,12.225
_01109_,12.22
_04400_,12.22
cpuregs\[31\]\[25\],12.22
_01626_,12.2
_01883_,12.2
_02642_,12.2
cpuregs\[13\]\[4\],12.2
cpuregs\[25\]\[20\],12.2
_01559_,12.18
_02278_,12.18
_02581_,12.18
_03040_,12.18
_00324_,12.165
_01483_,12.165
_01959_,12.16
_02043_,12.16
_03115_,12.16
_04156_,12.16
_04274_,12.16
net2098,12.16
pcpi_rs2[19],12.15
_02081_,12.14
_03981_,12.14
_04355_,12.14
_05422_,12.14
_00335_,12.125
_00393_,12.125
_00482_,12.125
_01509_,12.125
_03203_,12.12
_03214_,12.12
_04003_,12.12
_05107_,12.12
_05214_,12.12
net155,12.12
_02598_,12.1
_02673_,12.1
_04996_,12.1
cpuregs\[17\]\[18\],12.1
cpuregs\[19\]\[14\],12.1
cpuregs\[23\]\[27\],12.1
net46,12.1
net1271,12.1
cpuregs\[3\]\[27\],12.09
_01459_,12.085
_01652_,12.08
_02072_,12.08
_02567_,12.08
_03497_,12.08
_04534_,12.08
_04721_,12.08
cpuregs\[21\]\[27\],12.08
cpuregs\[22\]\[6\],12.075
_00163_,12.065
net1655,12.06
_01439_,12.045
_02643_,12.04
_03085_,12.04
_03448_,12.04
_05191_,12.04
mem_la_wdata[13],12.04
net1536,12.04
net2069,12.04
net2077,12.02
_01968_,12.01
_01243_,12
_01764_,12
_02140_,12
_03022_,12
_03455_,12
_03552_,12
_04938_,12
cpuregs\[0\]\[14\],12
cpuregs\[11\]\[13\],12
cpuregs\[15\]\[13\],12
cpuregs\[17\]\[16\],12
cpuregs\[21\]\[19\],12
net2139,12
_01074_,11.985
_01928_,11.98
_04057_,11.98
net1575,11.98
cpuregs\[18\]\[4\],11.975
_03017_,11.96
cpuregs\[21\]\[31\],11.96
cpuregs\[22\]\[27\],11.96
_02227_,11.94
_04865_,11.94
mem_wdata[0],11.94
pcpi_rs1[19],11.94
net2032,11.94
mem_wdata[3],11.93
_01273_,11.925
_03342_,11.92
_04547_,11.92
net1499,11.92
_01067_,11.915
_00740_,11.905
_05152_,11.9
cpuregs\[31\]\[16\],11.9
net65,11.9
_05300_,11.88
net1227,11.88
_02492_,11.875
cpuregs\[15\]\[10\],11.86
_02076_,11.84
_03252_,11.84
_03388_,11.84
_04793_,11.84
_05237_,11.84
net2002,11.84
_02602_,11.82
_05183_,11.82
_05289_,11.82
net2076,11.8
_01750_,11.78
_03564_,11.78
_03941_,11.78
_04465_,11.78
net57,11.78
net1927,11.78
_02626_,11.76
_04629_,11.76
_00908_,11.745
_03232_,11.74
cpuregs\[21\]\[29\],11.74
cpuregs\[22\]\[13\],11.74
_05319_,11.73
_04380_,11.72
_04789_,11.72
_00398_,11.705
_02605_,11.7
_02946_,11.7
_03167_,11.7
_03309_,11.7
_03769_,11.7
_03782_,11.7
net1658,11.7
_02042_,11.695
mem_rdata_q\[7\],11.69
_04531_,11.68
_00345_,11.665
_01772_,11.66
_03247_,11.66
_03666_,11.66
_04712_,11.66
_04832_,11.66
cpuregs\[15\]\[29\],11.66
cpuregs\[15\]\[30\],11.66
reg_out\[11\],11.66
net2080,11.66
_00547_,11.645
_01711_,11.64
_02143_,11.64
_02529_,11.64
_04529_,11.64
_04731_,11.64
_04955_,11.64
count_instr\[30\],11.64
cpuregs\[11\]\[15\],11.64
cpuregs\[7\]\[3\],11.64
_01119_,11.63
_01797_,11.62
_04556_,11.62
_04892_,11.62
_05061_,11.62
_05220_,11.62
_05318_,11.62
_05426_,11.62
_02199_,11.6
_03344_,11.6
_04720_,11.6
_01660_,11.59
_00905_,11.585
_03587_,11.58
_03665_,11.58
_03821_,11.58
_04606_,11.58
_03752_,11.56
is_slti_blt_slt,11.56
_00412_,11.545
_01955_,11.54
_03754_,11.54
cpuregs\[30\]\[1\],11.54
net2063,11.54
_00214_,11.525
_01374_,11.525
_00104_,11.52
_03551_,11.52
_03612_,11.52
cpuregs\[3\]\[13\],11.52
cpuregs\[3\]\[14\],11.52
reg_next_pc\[18\],11.52
net1337,11.52
net1358,11.52
_04125_,11.5
_04300_,11.5
_04836_,11.5
cpuregs\[28\]\[19\],11.5
net50,11.5
_00271_,11.485
_00693_,11.485
_01850_,11.48
_04184_,11.48
_04339_,11.48
_04544_,11.48
net61,11.48
net2330,11.48
mem_rdata_q\[11\],11.465
_03988_,11.46
net1150,11.46
mem_rdata[24],11.46
_00336_,11.445
alu_out\[28\],11.445
net2269,11.44
cpuregs\[18\]\[2\],11.425
_02425_,11.42
_03144_,11.42
_03719_,11.42
cpuregs\[21\]\[21\],11.42
net54,11.42
_03537_,11.38
_04186_,11.38
_04352_,11.38
_04818_,11.38
cpuregs\[10\]\[24\],11.38
cpuregs\[22\]\[23\],11.38
net1795,11.38
_01659_,11.36
_04234_,11.36
_04617_,11.36
_05512_,11.36
_03003_,11.345
mem_wdata[10],11.34
alu_out\[13\],11.335
cpuregs\[6\]\[12\],11.325
_02323_,11.32
_03047_,11.32
_04563_,11.32
count_instr\[49\],11.32
net1317,11.32
net1463,11.32
cpuregs\[18\]\[8\],11.315
_02358_,11.3
_04250_,11.3
_04495_,11.3
net2123,11.3
_01095_,11.295
_01978_,11.29
_00570_,11.285
_01507_,11.285
alu_out\[1\],11.285
_01658_,11.28
_01905_,11.28
_02814_,11.28
_02842_,11.28
_03039_,11.28
_04895_,11.28
_00382_,11.275
_02200_,11.26
_02716_,11.26
_03325_,11.26
_04567_,11.26
_04967_,11.26
net2190,11.26
_00184_,11.245
_00465_,11.245
_01404_,11.245
_01803_,11.245
_01771_,11.24
_03596_,11.24
_03699_,11.24
_04389_,11.24
_04604_,11.24
_04902_,11.24
_05472_,11.24
mem_addr[23],11.24
mem_la_addr[18],11.24
mem_la_wdata[15],11.24
pcpi_rs1[10],11.24
pcpi_rs1[13],11.24
pcpi_rs1[22],11.24
pcpi_rs1[8],11.24
reg_next_pc\[5\],11.24
net1817,11.24
net2291,11.24
net2292,11.24
_00703_,11.225
_01407_,11.225
_01775_,11.22
_01914_,11.22
_01956_,11.22
_02651_,11.22
_02883_,11.22
_05229_,11.22
_05424_,11.22
_00270_,11.205
_02174_,11.2
_02209_,11.2
_02939_,11.2
cpuregs\[11\]\[24\],11.2
cpuregs\[23\]\[22\],11.2
net1770,11.2
net1784,11.2
net1974,11.2
cpuregs\[2\]\[24\],11.195
_04140_,11.18
_04561_,11.18
_05047_,11.18
_05089_,11.18
_00194_,11.165
_03599_,11.16
_04569_,11.16
_05087_,11.16
net160,11.16
_00940_,11.14
_00995_,11.14
_04662_,11.14
_05174_,11.14
cpuregs\[3\]\[12\],11.14
mem_rdata[14],11.14
net1527,11.14
net1774,11.14
net1845,11.14
net2299,11.14
_02742_,11.13
_02154_,11.12
_02997_,11.12
_03063_,11.12
_03271_,11.12
_03844_,11.12
_04020_,11.12
_04109_,11.12
_04195_,11.12
_04859_,11.12
_05060_,11.12
_05154_,11.12
_05235_,11.12
_05262_,11.12
_05308_,11.12
mem_addr[15],11.12
net2199,11.12
_01776_,11.1
net1381,11.1
net1472,11.1
net1815,11.1
_02033_,11.08
cpuregs\[19\]\[1\],11.08
cpuregs\[31\]\[23\],11.08
reg_out\[5\],11.08
net2005,11.08
net2323,11.08
net2054,11.06
net2112,11.06
net2207,11.06
_01891_,11.04
_02558_,11.04
_01180_,11.025
_05467_,11.025
_03454_,11.02
_03475_,11.02
_04377_,11.02
net1600,11.02
net1167,11.01
_01801_,11
_01901_,11
_03768_,11
cpuregs\[11\]\[16\],11
net1127,11
net1140,11
net1117,11
net1122,11
net1123,11
net1151,11
net1165,11
net1173,11
net1179,11
net1181,11
net1155,11
net1158,11
net1196,11
net1198,11
net1205,11
net1209,11
net1210,11
net1187,11
net1188,11
net1190,11
_01808_,10.995
_02360_,10.98
net1790,10.98
_00243_,10.965
_01790_,10.96
_01926_,10.96
_03632_,10.96
_03831_,10.96
_03893_,10.96
net38,10.96
_01158_,10.945
_05557_,10.945
_00486_,10.925
_01240_,10.925
_01709_,10.92
_02369_,10.92
_04928_,10.92
_02260_,10.91
_00408_,10.905
_01641_,10.9
_02487_,10.9
_04130_,10.9
_04190_,10.9
mem_la_addr[9],10.9
net1433,10.9
_02095_,10.88
_04292_,10.88
_04514_,10.88
cpuregs\[11\]\[9\],10.88
_00182_,10.875
_02493_,10.87
_00386_,10.865
alu_out\[18\],10.865
_01458_,10.86
_01749_,10.86
_03507_,10.86
_04744_,10.86
_04903_,10.86
_05082_,10.86
_05091_,10.86
_05181_,10.86
_05223_,10.86
_03283_,10.84
_04494_,10.84
cpuregs\[21\]\[11\],10.84
_02070_,10.82
_02093_,10.82
_03126_,10.82
_03434_,10.82
_04387_,10.82
_04917_,10.82
cpuregs\[31\]\[24\],10.82
net1232,10.82
cpuregs\[22\]\[20\],10.81
_02634_,10.8
_02922_,10.8
_05005_,10.8
_00359_,10.785
_01031_,10.785
_01678_,10.78
_01970_,10.78
_02235_,10.78
_02566_,10.78
_02834_,10.78
_03310_,10.78
_04716_,10.78
_04911_,10.78
_04919_,10.78
_05079_,10.78
_05359_,10.78
_05415_,10.78
net1276,10.78
net1377,10.78
net1918,10.78
net1145,10.77
_00974_,10.76
_01920_,10.76
_00238_,10.745
_02175_,10.74
_02670_,10.74
_03355_,10.74
_04382_,10.74
_05103_,10.74
_05172_,10.74
_05273_,10.74
net136,10.74
net154,10.74
net1980,10.74
net2274,10.74
_01124_,10.735
_01320_,10.725
_01857_,10.72
_04095_,10.72
net49,10.72
_01123_,10.705
_02034_,10.7
_02240_,10.7
_02962_,10.7
_03697_,10.7
_04128_,10.7
_04515_,10.7
_04739_,10.7
_04857_,10.7
net1949,10.7
resetn,10.69
_02337_,10.68
_02596_,10.68
_04623_,10.68
_05007_,10.68
net1852,10.68
net2284,10.68
_01520_,10.665
_01945_,10.66
_02860_,10.66
_02915_,10.66
_03566_,10.66
_03993_,10.66
_04647_,10.66
_05083_,10.66
mem_rdata[23],10.66
net1184,10.66
net1296,10.66
_01436_,10.64
_02562_,10.64
net1719,10.64
net1869,10.64
net2083,10.64
_02710_,10.62
_03284_,10.62
_03619_,10.62
_03676_,10.62
_04449_,10.62
_04850_,10.62
cpuregs\[23\]\[18\],10.62
cpuregs\[31\]\[31\],10.62
cpuregs\[31\]\[7\],10.62
reg_out\[7\],10.62
net1333,10.62
_00675_,10.605
_01163_,10.605
cpuregs\[22\]\[16\],10.605
_01890_,10.6
_02293_,10.6
